2.254287803228220355e+02,3.433869357851744297e-01
2.452175334129706528e+02,3.439570381459447490e-01
2.275485335118557089e+02,3.429149771027861782e-01
2.432171192732178042e+02,3.434474068095956789e-01
2.373463744862464466e+02,3.424869928810548858e-01
2.430794701631239718e+02,3.434155263904539179e-01
2.247268363275696856e+02,3.435761104364740692e-01
2.418678428965383773e+02,3.431541531719749516e-01
2.463489650989185122e+02,3.442842454632002447e-01
2.455388334351567323e+02,3.440469608922452904e-01
2.486719166275774739e+02,3.450379440626623051e-01
2.392479468022092703e+02,3.427069553493187759e-01
2.402505247065582807e+02,3.428586267892329564e-01
2.404340504421940636e+02,3.428890014490280080e-01
2.306138948284354058e+02,3.424824091653710378e-01
2.463027947611923310e+02,3.442700671199367957e-01
2.233269511629478075e+02,3.440030953717936324e-01
2.451318603086532164e+02,3.439336059428835801e-01
2.360029716690964960e+02,3.423880584400098015e-01
2.200679311586857523e+02,3.452641717072166272e-01
2.206770847212555964e+02,3.449990806473120508e-01
2.375055778819867385e+02,3.425023008946539993e-01
2.446942327000549540e+02,3.438151825314620935e-01
2.372226360536668039e+02,3.424760459128281531e-01
2.313386907761989448e+02,3.424215683888305328e-01
2.418777216407072785e+02,3.431562037787269093e-01
2.435031605798447174e+02,3.435148811444186379e-01
2.204957625093368279e+02,3.450765666811708710e-01
2.398344822117666126e+02,3.427927788684252963e-01
2.230545992359800493e+02,3.440940049263520595e-01
2.356591441206816739e+02,3.423701840694845511e-01
2.446910194534247296e+02,3.438143899043675233e-01
2.465140724355181021e+02,3.443335218285682453e-01
2.355332678790766181e+02,3.423642780340394043e-01
2.234295256958617131e+02,3.439694445714499560e-01
2.328330397037836690e+02,3.423444703910893949e-01
2.420104645134344423e+02,3.431832758810925421e-01
2.321922099075831056e+02,3.423698503700586815e-01
2.200165785813802870e+02,3.452873949932597220e-01
2.265400271844007989e+02,3.431216869395263269e-01
2.290933924887529543e+02,3.426609208186744970e-01
2.208007348085166655e+02,3.449470296535800951e-01
2.221024420329471241e+02,3.444317982804598888e-01
2.413665298700467758e+02,3.430561752781550178e-01
2.373162402059698195e+02,3.424843495592786446e-01
2.300439211878229742e+02,3.425412282980350165e-01
2.405931101942499595e+02,3.429160268927956556e-01
2.224237953527983223e+02,3.443142872323163850e-01
2.249401548927845056e+02,3.435169225064595433e-01
2.224135702043604965e+02,3.443179235644456271e-01
2.224233268566943025e+02,3.443144993526978115e-01
2.386128772526337798e+02,3.426236200639067864e-01
2.356587217651215269e+02,3.423701638005086090e-01
2.243601710782083103e+02,3.436814934876206151e-01
2.343463557859845707e+02,3.423308511328329029e-01
2.228162301695050189e+02,3.441755368307989893e-01
2.465549536818170679e+02,3.443458355092023360e-01
2.254169361476551785e+02,3.433900383043427262e-01
2.454958884648725927e+02,3.440348591496650843e-01
2.425164845529174045e+02,3.432899857265607202e-01
2.304379186520928897e+02,3.424995758329050788e-01
2.365517216997337471e+02,3.424227920879172049e-01
2.344874091981847641e+02,3.423326470353873496e-01
2.439971052416686916e+02,3.436355360627338373e-01
2.468978759867005408e+02,3.444518022526361078e-01
2.412061739456331111e+02,3.430258443397723456e-01
2.316833704481774987e+02,3.423980629078748894e-01
2.482770660660136457e+02,3.449021317552719568e-01
2.231200383388975297e+02,3.440718926470036632e-01
2.381038633902505239e+02,3.425639226301345763e-01
2.481905615732923138e+02,3.448727779591056475e-01
2.413845605836056052e+02,3.430597076890236630e-01
2.498543508879787396e+02,3.454637655693739151e-01
2.222610603202707011e+02,3.443731893440624692e-01
2.374340683395527094e+02,3.424955060379015759e-01
2.241473134317069480e+02,3.437446653755194537e-01
2.309786534059838061e+02,3.424500562901276468e-01
2.463854589603187435e+02,3.442949863650570652e-01
2.332307279422771558e+02,3.423346284303320775e-01
2.431029243760456211e+02,3.434208734138748387e-01
2.399375909964836353e+02,3.428085288277315512e-01
2.339401491297727205e+02,3.423283057304775667e-01
2.290167114562613051e+02,3.426719429291944508e-01
2.397669857078058726e+02,3.427823428590092703e-01
2.474994875562416041e+02,3.446436487452660402e-01
2.216200528286578333e+02,3.446156243021999410e-01
2.421307709328317515e+02,3.432080098039768101e-01
2.458545528364967083e+02,3.441373703774926462e-01
2.455485027226847308e+02,3.440499093577895628e-01
2.489495278168803338e+02,3.451354382268894683e-01
2.246248474320905757e+02,3.436048335722758362e-01
2.423030051632289315e+02,3.432439870952012084e-01
2.490190556975990148e+02,3.451601654132909758e-01
2.374530821644439129e+02,3.424970714049443976e-01
2.277817507059313300e+02,3.428721263969131683e-01
2.474361118694486947e+02,3.446230670441938759e-01
2.296194818562454998e+02,3.425912563571646974e-01
2.499553810874406850e+02,3.455012734856863221e-01
2.407889125291380878e+02,3.429500514624899132e-01
2.483217745445889761e+02,3.449175235462103029e-01
