244.12,10.37,1.08,11.66,0.80,41.24,77.94,6.29,1.33,29.78,174.82881642974618
253.65,9.08,1.68,11.35,0.78,48.71,88.29,6.86,0.69,24.78,274.3532837992608
230.87,8.61,1.18,15.53,0.83,46.74,98.50,7.80,1.12,28.82,424.62867472134747
242.60,9.48,1.88,13.62,0.58,41.57,80.32,9.61,1.42,29.05,161.67329943092872
234.70,11.17,1.45,17.09,0.89,49.36,61.13,7.94,0.62,22.54,213.06925993131875
238.75,10.21,1.24,17.79,0.70,49.02,47.51,6.72,1.06,26.28,127.94882701917659
242.85,8.67,1.78,13.33,0.90,42.62,79.30,6.58,1.06,22.17,421.00440309054807
235.12,9.44,1.88,13.92,0.61,49.24,84.59,7.10,0.50,30.42,277.9731489276822
244.63,9.72,1.32,16.67,0.82,48.89,86.96,8.32,1.22,25.12,213.13436098972502
237.49,9.61,1.08,11.34,0.88,47.37,66.89,8.80,0.63,27.00,425.84175054801267
234.53,10.90,1.40,13.33,0.55,46.66,41.51,9.55,0.84,25.30,307.5595268290037
233.36,11.34,1.99,14.79,0.51,48.40,64.77,6.74,0.78,22.64,263.6699368631575
244.09,10.58,1.08,12.87,0.60,40.88,74.59,8.10,0.93,22.77,290.09684309194836
256.55,8.70,1.90,15.48,0.67,46.82,52.88,6.84,0.55,31.85,193.71723696474575
252.54,8.30,1.57,17.03,0.65,46.29,76.05,6.99,0.66,24.41,246.07768872993827
232.66,9.95,1.54,16.43,0.74,44.44,97.54,7.31,1.21,29.97,100.9385808244229
246.06,9.63,1.08,17.05,0.64,47.81,50.20,6.12,0.69,24.82,94.09319565426523
236.83,9.90,1.09,12.98,0.80,47.48,58.75,6.57,0.94,25.91,116.1081789703288
247.80,10.19,1.93,13.43,0.89,44.99,95.38,8.66,0.97,29.95,234.6896968771702
238.74,8.51,1.39,14.30,0.68,44.83,65.46,8.07,1.30,29.55,182.68401944222964
240.19,9.23,1.69,19.04,0.82,45.53,60.36,9.38,0.95,31.45,186.881421832083
242.38,11.68,1.16,11.43,0.51,44.99,66.58,9.55,0.65,30.95,489.203337822949
230.02,9.63,1.56,15.73,0.73,47.78,74.31,9.66,0.59,30.50,205.2415162142927
247.55,10.43,1.70,19.29,0.59,44.87,96.41,6.00,1.02,29.34,151.2573369501521
248.74,9.57,1.98,16.08,0.63,40.91,75.49,7.50,1.08,30.42,130.44371290959432
237.58,11.44,1.98,12.09,0.60,48.03,42.21,8.89,0.60,23.00,284.2436592514428
235.76,8.19,1.34,19.27,0.73,44.98,81.15,8.92,1.45,27.89,214.61878471946343
233.02,10.83,1.57,15.26,0.86,44.39,41.06,9.73,1.41,26.93,117.4643081518601
246.31,11.57,1.18,19.25,0.62,43.58,71.54,7.69,1.35,31.59,279.48851577960886
246.51,11.62,1.70,19.17,0.57,46.15,63.09,9.20,1.12,30.63,311.933408044374
236.68,8.25,1.41,14.47,0.72,48.56,92.12,7.61,0.77,28.78,359.352697600902
244.60,9.69,1.10,17.04,0.83,45.50,65.54,7.29,0.71,29.25,206.02801294096614
230.93,10.69,1.97,13.51,0.69,48.49,78.48,9.51,1.19,26.53,176.6758341976936
234.43,8.25,1.41,19.17,0.57,48.23,72.28,8.22,0.83,31.17,201.93428879677043
242.10,8.78,1.62,10.13,0.76,43.07,63.04,9.41,0.61,26.42,214.99904986968053
239.34,9.07,1.93,12.41,0.60,47.24,63.61,6.53,1.41,25.60,120.1087845132929
243.65,11.09,1.31,19.39,0.74,44.43,88.30,8.37,1.39,26.40,127.31347512747135
239.47,11.95,1.80,11.66,0.90,40.73,67.25,9.54,1.38,23.35,110.5736932918716
230.50,8.56,1.22,18.69,0.77,48.34,40.67,9.33,1.49,24.22,228.85579740047328
233.54,8.82,1.61,17.46,0.79,48.47,95.62,6.56,1.41,29.96,240.98175003983246
236.95,8.34,1.33,10.12,0.57,43.87,88.79,8.13,1.05,30.35,237.26042793083593
244.54,9.56,1.61,10.25,0.89,49.40,82.76,6.90,1.48,27.05,311.4827357194228
240.67,8.27,1.14,17.56,0.53,42.22,60.60,6.07,1.07,24.32,144.70377965105325
247.85,10.80,1.61,18.38,0.62,49.89,80.06,7.20,0.60,31.48,244.94311090166747
242.41,11.75,1.69,17.25,0.83,46.59,69.83,9.53,0.95,27.00,157.38428152876517
232.67,8.24,1.40,16.38,0.61,49.51,42.90,8.14,0.56,27.33,221.44253910357097
246.48,9.66,1.52,16.75,0.86,49.39,90.22,9.86,0.90,22.53,283.02402761347867
254.13,9.61,1.41,11.60,0.88,46.66,43.47,7.44,1.19,22.61,255.60619491674268
254.99,10.03,1.68,15.01,0.82,40.36,70.77,6.42,0.69,27.80,155.99019423319368
249.58,9.02,1.29,19.08,0.64,48.78,84.50,6.98,0.79,24.08,166.08268604792752
251.75,8.76,1.87,19.11,0.56,40.73,72.48,6.30,1.16,29.54,117.27299384810459
244.49,8.63,1.68,12.50,0.83,49.47,75.26,8.31,1.42,22.18,269.1275410603944
244.42,11.45,1.91,14.15,0.90,48.70,96.21,6.31,0.59,31.71,336.8254122842465
256.92,10.95,1.41,18.44,0.60,48.73,42.85,6.90,0.97,24.94,251.41215023965466
251.93,11.28,1.15,19.27,0.80,46.29,80.26,8.38,0.55,23.75,241.8800919763219
243.07,8.45,1.19,12.44,0.62,43.51,55.16,6.80,1.19,31.08,204.90498452585496
245.56,10.85,1.81,11.65,0.65,49.81,62.31,7.04,1.21,28.24,160.22606290493414
232.45,11.46,1.45,15.59,0.53,48.69,63.07,8.10,0.80,24.74,275.73265802205793
253.43,8.96,1.59,13.49,0.60,45.88,55.98,9.06,1.35,25.41,129.2719984396216
249.33,10.86,1.41,11.81,0.70,46.68,72.54,8.67,1.08,24.70,149.33379072650797
254.87,8.81,1.09,16.77,0.62,48.17,94.34,9.48,1.00,25.04,196.02319222322754
236.02,10.53,1.96,14.39,0.71,45.37,56.92,7.07,0.84,29.36,152.4332733547837
259.35,10.65,1.19,11.92,0.56,44.61,47.78,6.96,0.50,23.61,305.12394811359053
236.81,11.84,1.52,12.58,0.62,44.47,66.03,8.62,1.39,29.39,308.3494008310625
236.52,8.21,1.69,11.25,0.72,46.95,77.49,6.41,1.23,26.18,234.1882487654647
244.14,10.12,1.96,11.29,0.87,45.10,46.41,9.97,1.06,29.79,154.66633176348896
237.05,8.46,1.73,12.54,0.82,41.27,74.91,7.04,0.74,31.32,325.12526232856544
235.18,10.13,1.77,13.77,0.70,48.40,89.60,8.71,1.13,25.72,140.9648945437513
244.25,10.64,1.40,17.51,0.89,43.60,53.24,7.47,1.14,28.12,139.43474279319486
235.59,11.70,1.64,18.47,0.59,40.70,75.59,8.59,1.38,29.47,259.8488161865055
257.15,10.93,1.84,18.34,0.82,43.49,74.75,8.35,1.07,22.54,110.83759942501635
259.26,11.14,1.24,18.81,0.74,49.37,43.69,7.20,0.95,23.84,211.27441851925522
245.44,8.24,1.68,12.08,0.77,46.31,93.69,8.95,0.86,22.60,254.57992192596106
253.86,11.93,1.37,16.52,0.67,42.83,62.33,9.83,1.24,30.67,340.05336891410957
236.20,9.09,1.95,18.93,0.86,42.11,84.70,6.57,0.64,30.12,360.45872792147503
259.89,10.80,1.50,14.22,0.51,47.36,70.21,9.98,1.22,24.57,321.1870323827513
249.00,11.16,1.99,18.99,0.61,48.55,45.18,8.18,1.02,29.96,236.5222452309856
258.70,11.82,1.14,11.37,0.69,49.76,78.53,6.91,0.72,22.01,263.9935230673661
250.16,9.86,1.73,14.72,0.58,47.86,90.23,8.15,0.68,30.26,222.0841627484933
257.41,11.15,1.81,13.20,0.62,48.23,84.75,9.72,0.98,31.30,240.78597770556382
245.44,8.47,1.22,13.45,0.62,43.22,46.02,7.44,1.08,25.79,197.14471597836615
234.39,8.41,1.04,15.24,0.79,49.21,92.83,8.94,0.99,25.05,408.2583316293972
259.79,8.28,1.80,16.77,0.82,43.78,85.27,8.66,1.37,23.62,259.9445819609164
238.30,11.53,1.21,18.38,0.54,46.26,87.95,9.44,0.51,29.22,511.4644940350675
236.68,11.42,1.29,19.53,0.66,41.46,48.49,7.31,1.48,27.06,254.07980249036686
257.69,9.25,1.73,13.16,0.66,46.93,46.24,7.31,1.04,28.05,124.16366744786308
230.19,11.00,1.83,16.47,0.83,49.30,88.50,6.37,1.38,24.35,129.5717428570407
256.10,10.60,1.11,17.04,0.72,40.11,65.89,9.80,0.70,31.75,256.6511312301456
244.50,10.62,1.81,16.23,0.82,49.23,58.77,7.70,1.42,23.89,122.03074998245064
250.20,11.19,1.84,11.46,0.78,44.69,56.72,9.59,0.64,26.37,202.307812468487
230.62,11.92,1.52,10.74,0.85,40.35,93.48,9.43,0.58,22.76,228.17202209252054
241.04,10.31,1.33,10.37,0.66,43.40,74.99,6.47,1.20,22.89,156.8118818680469
239.26,10.67,1.28,19.38,0.88,48.36,56.57,9.11,1.37,29.41,210.38883220394587
246.37,9.77,1.48,17.08,0.61,43.52,53.55,6.39,1.28,30.45,104.60768794640967
241.32,8.89,1.22,19.16,0.64,42.84,90.14,7.03,0.54,28.83,228.43591243357915
256.95,9.13,1.45,16.54,0.66,41.41,93.46,7.89,0.59,29.86,260.6186437635097
237.16,8.24,1.22,12.42,0.73,40.23,71.79,7.34,0.94,31.71,338.73632084570886
244.25,8.80,1.61,15.43,0.71,41.65,49.92,6.51,0.91,24.69,143.56738101472934
242.35,10.92,1.70,14.96,0.87,48.10,46.54,8.29,1.07,23.48,135.98408302213238
254.54,11.26,1.41,12.58,0.83,46.50,73.11,6.24,1.45,22.27,65.60762775518103
254.04,9.43,1.67,11.32,0.76,40.97,60.67,7.23,1.05,30.93,139.0476944978291
236.43,10.93,1.92,16.68,0.82,45.62,98.00,7.88,0.51,24.07,309.97420338168456
245.84,8.76,1.14,18.24,0.84,44.45,90.67,7.45,1.20,29.30,409.23172112359686
242.02,9.19,1.29,12.17,0.51,45.48,41.19,8.96,1.48,26.72,177.2168966128632
234.38,10.64,1.28,10.11,0.57,42.83,56.66,7.59,0.89,24.25,278.3221868516059
249.14,10.23,1.19,10.69,0.63,46.39,51.58,8.15,1.04,29.45,187.98015667603937
238.02,9.71,1.14,11.30,0.57,45.91,79.80,8.40,1.25,29.60,193.88600613844096
242.80,10.76,1.46,15.63,0.73,43.25,57.42,6.46,1.17,28.57,112.67161262026411
249.02,11.03,1.93,14.62,0.83,42.17,46.93,8.05,1.39,24.99,117.88963728586572
236.22,11.47,1.16,15.17,0.70,47.07,81.30,9.39,1.11,30.39,216.9188180893835
244.95,8.81,1.04,19.34,0.84,44.32,78.84,9.11,1.48,28.67,354.2127776218892
242.61,8.30,1.22,18.19,0.57,44.26,60.93,9.44,0.86,23.79,129.94974705085608
241.15,11.74,1.83,16.00,0.69,41.23,66.96,9.34,0.65,31.19,305.04863692675576
249.68,11.79,1.86,17.20,0.51,47.28,55.46,8.86,1.11,22.81,312.6751700593979
236.37,10.01,1.36,12.65,0.66,47.62,46.37,8.45,0.67,28.45,161.21957228543522
248.97,9.32,1.27,19.47,0.84,43.81,75.93,9.14,0.66,27.83,344.983920841302
235.36,8.28,1.59,12.78,0.71,49.29,73.97,6.95,1.39,24.35,215.87163404763314
256.38,11.13,1.79,11.38,0.57,43.68,56.32,6.67,1.07,28.16,244.58865427659532
244.57,10.48,1.50,15.96,0.59,47.95,87.71,7.76,0.71,29.76,207.7975036711114
256.22,11.53,1.40,14.46,0.60,43.24,87.36,7.41,1.25,22.55,256.892818853738
254.85,8.27,1.01,19.93,0.71,47.20,88.86,9.07,1.29,31.96,313.3385997007341
233.73,8.19,1.99,10.40,0.67,40.59,79.98,8.17,1.18,23.69,138.85937191214302
254.22,11.88,1.51,12.38,0.63,43.73,85.76,8.52,1.32,27.29,253.13212510917074
251.40,11.10,1.23,19.86,0.86,47.10,65.66,7.31,0.51,23.56,233.413343952161
242.14,10.70,1.89,13.78,0.51,49.06,50.60,9.95,1.48,29.72,276.3675799587331
252.04,9.33,1.30,10.40,0.72,43.45,42.73,6.95,1.40,24.69,157.96616162300924
254.27,11.65,1.96,10.87,0.62,49.17,76.85,7.62,0.89,24.91,226.699649024028
