2.466323477937120856e+02,7.581197264015696646e+01,1.240932196599444914e+01,9.893979080876546206e+00,1.295196360816427639e+00,9.655106672043134441e-01,6.999999999999999556e-01,4.300000000000000000e+01,3.463503900966795754e+02
2.475325767751810417e+02,7.487017868274330112e+01,1.235793847139667179e+01,9.365832966802216220e+00,1.446979586245321858e+00,9.152541179007551708e-01,8.800000000000000044e-01,4.400000000000000000e+01,1.151527193601354071e+02
2.426359930626852304e+02,6.310401751388706515e+01,1.359147746748242547e+01,6.941421833387238394e+00,1.399795842754403941e+00,5.278400042927524627e-01,8.000000000000000444e-01,4.700000000000000000e+01,3.094936529585729659e+02
2.436875965415800920e+02,7.368170141921923744e+01,1.095564584599156532e+01,6.029884476932850568e+00,1.081781287450226614e+00,5.310194159476540054e-01,8.000000000000000444e-01,4.500000000000000000e+01,1.665510184625089494e+02
2.386979001526573256e+02,6.293076037124337319e+01,1.357861092195767228e+01,8.964356748602655856e+00,1.389731654023074414e+00,9.575350964389083286e-01,8.800000000000000044e-01,4.500000000000000000e+01,1.730698512594012470e+02
2.389469425944569139e+02,7.725042639755440632e+01,1.243062643426170766e+01,7.412555796145367637e+00,1.057415449812300512e+00,9.734045366082944017e-01,8.000000000000000444e-01,4.600000000000000000e+01,2.232901541874105646e+02
2.481608344201616205e+02,6.772209158552605857e+01,1.108742909810121091e+01,7.729850188810623024e+00,1.185467943785782241e+00,6.886775376456404363e-01,8.000000000000000444e-01,4.600000000000000000e+01,1.080076207554314607e+02
2.482955030268241501e+02,7.028285823019020029e+01,1.261653272061887421e+01,6.130536000673373564e+00,1.246688942970890723e+00,8.784385310170215178e-01,8.599999999999999867e-01,4.600000000000000000e+01,1.495693777962798094e+02
2.368417158090485373e+02,7.329969039899259542e+01,1.237150067785980667e+01,6.539769583124542152e+00,1.025198301829288727e+00,6.210818743685525556e-01,8.199999999999999512e-01,4.500000000000000000e+01,2.411644772977033426e+02
2.433278735279890270e+02,6.513948513073998470e+01,1.251765383790630182e+01,6.976498149598713283e+00,1.434035710280323395e+00,9.080606268601404407e-01,8.399999999999999689e-01,4.400000000000000000e+01,1.421086716167085058e+02
2.430800306029715045e+02,6.888876480953227599e+01,1.263902564114662397e+01,8.028369062644671317e+00,1.047109251697323495e+00,6.061047295572643545e-01,7.399999999999999911e-01,4.600000000000000000e+01,3.615434452990463114e+02
2.437354107839257154e+02,7.113587308540036247e+01,1.117403014026030306e+01,8.878367564485587948e+00,1.302860200724630824e+00,7.407555069219438071e-01,8.399999999999999689e-01,4.300000000000000000e+01,1.221113012152598856e+02
2.458830665581306505e+02,6.597868159127911269e+01,1.034034006781725346e+01,6.561304363117433702e+00,1.332125939022908101e+00,5.054693148393496482e-01,7.199999999999999734e-01,4.400000000000000000e+01,1.568115530948651042e+02
2.350547107791672943e+02,6.389874331412463704e+01,1.295312327610601777e+01,7.801771990726741990e+00,1.394517415017207052e+00,6.165601860578622251e-01,8.199999999999999512e-01,4.300000000000000000e+01,2.553978448832792481e+02
2.371500487731214264e+02,7.711299076257361662e+01,1.029774921281566868e+01,7.321553862456081418e+00,1.275992372947839959e+00,5.051766440445260020e-01,7.800000000000000266e-01,4.500000000000000000e+01,1.816942117611936283e+02
2.458022400374865128e+02,7.201943936943432334e+01,1.199423626345391902e+01,7.349964940547170755e+00,1.009535109987329982e+00,9.431948808771621895e-01,8.199999999999999512e-01,4.700000000000000000e+01,1.746836443747002079e+02
2.448646463271420259e+02,7.635747925094810284e+01,1.055623359881936274e+01,7.724252042512119054e+00,1.254211145570375496e+00,7.955971759627396001e-01,8.199999999999999512e-01,4.400000000000000000e+01,9.668426883320668708e+01
2.438921745180670086e+02,6.762598159993757463e+01,1.227602269028264814e+01,6.522699349992709728e+00,1.343070150406351138e+00,7.585822142448143124e-01,7.399999999999999911e-01,4.400000000000000000e+01,2.607003084911735300e+02
2.467044847630754418e+02,6.864623769735656822e+01,1.153519157622254276e+01,6.939341500236258398e+00,1.166026873896678140e+00,5.236360089457102740e-01,8.199999999999999512e-01,4.500000000000000000e+01,1.630109005534902735e+02
2.439491072753740468e+02,7.437377684217233309e+01,1.219927905250811584e+01,9.988140115335752967e+00,1.246953790510631155e+00,6.377124796090141157e-01,7.199999999999999734e-01,4.600000000000000000e+01,3.647818273488481964e+02
2.454712012315547156e+02,6.265293842467255558e+01,1.335804721473929035e+01,9.979721049243021724e+00,1.203019451557413966e+00,8.384786569913131871e-01,9.000000000000000222e-01,4.500000000000000000e+01,1.546588353480032367e+02
