7.567352103060843937e+00,9.098770913202955057e+00,9.257200546782065054e-01
1.066249087903969084e+01,8.776815493833884929e+00,4.153254843279455266e-01
1.018985298114735372e+01,4.588718097934995299e+00,5.318221819370450021e-01
1.032176670603755753e+01,4.799600679875835496e+00,4.788206721814331490e-01
1.246808970942695183e+01,4.893175794376083410e+00,8.639668481849177573e-01
1.136708428502036128e+01,1.054713326470097812e+01,5.689270016513104933e-01
1.202277938186424500e+01,8.180044063622942119e+00,6.719269064618376142e-01
8.306676497761863232e+00,9.699705372098268441e+00,7.139455379576375993e-01
9.418585952764457758e+00,7.437867390197198780e+00,5.041352807908512368e-01
1.177555603146637608e+01,5.310575438357814093e+00,6.143494636771316131e-01
1.163341146987398389e+01,1.065630824119628883e+01,6.414164801430244367e-01
1.092653861936470605e+01,8.548673113401056511e+00,3.981256455353244239e-01
1.037550566522141438e+01,5.566239753465419327e+00,3.644207529194253281e-01
9.998452875996608924e+00,6.572326922593815013e+00,3.559313119619135768e-01
1.196537160667432076e+01,8.245175027705593962e+00,6.500423036108695651e-01
1.231371917750659151e+01,1.016437514563336819e+01,9.026438871888460280e-01
1.104612563524597846e+01,4.565966615840919118e+00,5.510956209352515511e-01
9.155838757147725104e+00,8.940104339716423709e+00,5.746809206876914988e-01
1.055371545380450371e+01,4.700731848379033906e+00,4.913730215070674645e-01
1.007503144820446650e+01,4.198367982072555904e+00,6.397157241984583465e-01
7.386739558260575933e+00,7.321872930629259812e+00,9.753727651775395691e-01
1.262188421102184321e+01,6.624338205084805864e+00,9.061032587155901652e-01
8.233832995648077357e+00,9.465504345642468564e+00,7.236334635903810542e-01
1.261879540418584611e+01,4.352951452386550457e+00,9.286520335443415597e-01
8.052558562506657580e+00,5.363301114983605622e+00,9.860769786329006692e-01
7.794671333542927627e+00,6.679329028610656138e+00,9.487568181595176231e-01
7.251607876426431787e+00,4.551269338976915435e+00,1.125325185282344931e+00
1.285531505959948895e+01,1.010353933736555554e+01,1.083554388413012770e+00
1.274275672072813137e+01,4.310668203779910890e+00,9.472138933935543292e-01
7.412576742535867069e+00,6.544658499037307564e+00,9.872881672215959581e-01
9.987524619404425152e+00,6.994844064201449996e+00,3.662577266340863447e-01
8.800356337067857027e+00,4.714156094372810024e+00,6.880856903686607406e-01
9.371094873529564495e+00,8.586396425329809290e+00,5.475386008886754530e-01
1.154165306648069667e+01,1.093517907118626908e+01,6.221670391030386105e-01
1.222306627059868234e+01,7.899596049272354925e+00,7.666078903502359099e-01
8.829858337225241272e+00,8.837095859819150689e+00,6.185563278966480505e-01
1.003153305272746998e+01,8.313106776684774601e+00,4.441857807563210359e-01
1.085620248690142375e+01,8.713903556347002421e+00,4.093416852818337337e-01
7.683778815903258952e+00,8.903094762671909024e+00,8.973362246539416942e-01
1.019855558644000837e+01,7.454497763686381617e+00,3.574199453929616244e-01
9.608570301988297757e+00,1.079757243765313035e+01,5.179484903416897712e-01
8.681547740118947587e+00,4.336137006629117607e+00,7.718299332034104232e-01
1.227527019171762035e+01,7.691792327390124306e+00,7.974066209819503648e-01
1.009071315593712903e+01,6.528146718511878888e+00,3.421225968637871540e-01
1.155281840601679377e+01,7.202206498816101643e+00,4.670104827172979478e-01
1.006532201477036637e+01,6.738424777419700362e+00,3.465901703933730316e-01
9.279366314062571064e+00,6.949364764404899475e+00,5.098041323115368728e-01
1.042514261332667225e+01,1.031654684776146702e+01,4.821069565477619223e-01
9.413894194548545258e+00,5.329336179735640222e+00,5.053818270327090634e-01
1.159261216989512278e+01,5.196965817451300040e+00,5.652399317933038958e-01
1.183622596792082149e+01,1.007589356739905462e+01,6.942885942580164782e-01
1.219082507266174531e+01,8.817708652284370174e+00,7.648607026452900470e-01
7.146682817538229315e+00,5.080681785719618482e+00,1.074358501767563867e+00
1.173633777101606590e+01,6.107328814643107506e+00,5.530152865975759280e-01
7.377986245788595632e+00,7.051268847284426045e+00,9.797090255001315029e-01
8.031145429372797295e+00,8.561869268259053811e+00,7.660653649832193102e-01
8.580568470674842629e+00,4.330456954292698946e+00,7.928318999275170142e-01
9.633517330566830239e+00,6.251767794182128135e+00,4.202544928146161318e-01
7.732702972182894818e+00,4.287232356841633951e+00,1.138758544267534312e+00
1.127969670437235195e+01,5.174852272751810034e+00,4.834417340354988379e-01
9.365881084669874568e+00,4.220226881370860994e+00,6.983511989533075504e-01
7.662777498819454358e+00,6.268887837006436925e+00,9.748129442648768572e-01
9.801887772708434809e+00,8.257262537349211229e+00,4.754973817814305836e-01
1.213243524942432394e+01,6.262347744787854609e+00,7.215568660435308646e-01
1.280357287268441624e+01,5.457691155941203576e+00,9.066933257783031941e-01
7.836423162651424690e+00,9.133197489611715625e+00,8.411915127537538117e-01
1.263458902817992069e+01,4.411552942024674628e+00,9.250688802363506991e-01
1.159966693342768096e+01,4.365581043524320748e+00,7.088323436855501480e-01
9.436054888188937895e+00,7.279126098127900235e+00,4.910991395187880304e-01
1.047751728371005342e+01,5.629925733647024977e+00,3.538643805533817077e-01
1.197195597768551600e+01,4.136373974342498983e+00,8.457215046053537799e-01
1.134890909856100905e+01,4.075297698912063282e+00,7.203402231265981781e-01
1.154508106007428125e+01,7.480666275797891451e+00,4.651824404910145927e-01
7.397798808238450263e+00,6.753616470493056134e+00,9.833820245961047979e-01
1.173747378949225606e+01,5.431186174982158832e+00,5.906360468643092609e-01
7.827817593125369733e+00,9.612066485709657826e+00,8.752145678079777946e-01
8.797585966065430085e+00,6.122234572082014381e+00,6.109930067465353387e-01
1.041244101061319505e+01,4.367352561482306328e+00,5.762741250210716704e-01
9.346475059992183532e+00,1.076555076648430287e+01,5.462998147585319542e-01
1.044698092163961967e+01,8.529051282285976754e+00,4.093114392091859455e-01
7.778812037425701043e+00,7.196384721771180715e+00,9.426932163470218562e-01
1.161662116609888962e+01,8.252960254756352754e+00,5.094120963180673867e-01
1.020073708934988410e+01,4.472093333912147806e+00,5.579751743016708732e-01
8.508698733918823365e+00,5.829216201021106158e+00,6.901423201217747883e-01
1.139524093244585146e+01,7.183592546526165634e+00,4.132717239935467801e-01
1.201127445302745400e+01,9.222385865833183871e+00,7.076617759561391052e-01
8.743206738789560006e+00,4.753002578923802623e+00,6.924859031373914453e-01
1.040676818163320050e+01,7.324787443186307812e+00,3.250812167044473955e-01
8.195215079902514077e+00,9.086495438644195843e+00,7.323145918599239801e-01
1.001504691914255751e+01,9.225301075087967817e+00,4.904725263673928026e-01
8.015543473872517310e+00,9.979242996203016247e+00,8.447419065034041941e-01
9.030034332509810469e+00,9.131169705202303533e+00,5.891353813522045568e-01
1.198389650782580773e+01,4.985667436724920520e+00,7.213557115613965509e-01
7.054610714596432963e+00,6.380121683281815947e+00,1.016815186575266816e+00
9.285948838100956948e+00,1.019441719747865704e+01,5.520412300903199121e-01
8.674340037034992790e+00,1.095497639621239472e+01,6.702535272434271274e-01
1.172802813252852872e+01,8.445682616928433362e+00,5.571358803131067905e-01
9.290485297666462472e+00,6.064950179198765667e+00,4.903157307841583545e-01
7.745041430478040390e+00,1.006881899521950530e+01,9.090705100774482128e-01
1.102598312746336262e+01,8.429564346262292673e+00,3.934493419452370078e-01
7.811306822990365717e+00,4.621482456144420325e+00,1.088793716845059656e+00
9.565196517437229318e+00,8.338598687354203065e+00,5.149503132970782993e-01
1.095226487561517814e+01,5.499430988161619460e+00,3.873274992985299980e-01
1.025620801396988924e+01,5.914120146540389200e+00,3.451290695874147385e-01
9.706012059005590942e+00,1.012531587989085935e+01,5.173433261597205624e-01
9.407959158652124287e+00,6.428487188210547210e+00,4.661591397284840510e-01
8.131221866517831742e+00,6.706660227915653749e+00,8.640197397624516107e-01
1.086397491543482019e+01,8.599324829369621170e+00,3.987209143179926696e-01
1.108963912735400470e+01,8.046490595912832333e+00,3.749926173858322831e-01
7.961812265123517918e+00,4.241970543221081691e+00,1.134391454096110197e+00
