1.156256449027500466e+01,2.455217057675473762e-03
6.351081243598304837e+00,2.590595295191305131e-02
6.104733800438086888e+00,3.563677463801354084e-02
1.372135907144492606e+01,1.165421401140468750e-02
5.546181226114519802e+00,6.491099501900265967e-02
1.493554477367471023e+01,1.298086027779335461e-02
1.434956927292066453e+01,1.227021057765972055e-02
1.173655134194372884e+01,3.406023963532725171e-03
1.121918060468113154e+01,1.249100622432631645e-03
1.330735668210546407e+01,1.113193953229039967e-02
1.084857803073572668e+01,5.752518217965759241e-04
1.321290782884338810e+01,1.096260477022649796e-02
1.400113121336863209e+01,1.193050677778959706e-02
1.199447395304258634e+01,5.301121872149549413e-03
1.303281556221442017e+01,1.058752257053985173e-02
6.439238382772498603e+00,2.303884690651061481e-02
6.694984509164351394e+00,1.628101394350808459e-02
5.648060743326829503e+00,5.954481467114514093e-02
9.143128287674869625e+00,2.416082897825322070e-04
1.089805166357830757e+01,6.398396723481148025e-04
9.011427886924405328e+00,3.095220552319896180e-04
1.369499474179512433e+01,1.162637159292586285e-02
9.721722413256346229e+00,1.239075120927032620e-04
1.327263530966373573e+01,1.107169136997513369e-02
1.077414892646276456e+01,4.917591932973960260e-04
5.432347668464049484e+00,7.047080110045472745e-02
8.495566979699542998e+00,8.608046627441439140e-04
6.169644450277393055e+00,3.283763550747413607e-02
5.705828473364590536e+00,5.637806460741150855e-02
1.020732099712855678e+01,1.703328884178014109e-04
8.260259901810895755e+00,1.347380492325432610e-03
1.021587830692178755e+01,1.727975137658381739e-04
8.217803538255999740e+00,1.458415989169210966e-03
1.397564860363627304e+01,1.190625069510583937e-02
9.180791363421267448e+00,2.257058345124004074e-04
1.020899709075641226e+01,1.707945255206032623e-04
1.424523431441532217e+01,1.216527764426593959e-02
7.603343560114399935e+00,4.230506197569409814e-03
1.356866278405185433e+01,1.148557963612188010e-02
9.421935275445463276e+00,1.574888724572436917e-04
1.069420253546386590e+01,4.184335171721462101e-04
1.494794815601982840e+01,1.299930741995109981e-02
1.165060110118878001e+01,2.901837812974433425e-03
1.220875363428532623e+01,6.907346054024154046e-03
7.774119517619352493e+00,3.201337102938404174e-03
1.194206127089825742e+01,4.884888656583124232e-03
1.235193746283645311e+01,7.826828272022584229e-03
6.113873183855136340e+00,3.522733079058489036e-02
7.830927908540043170e+00,2.911014892859775660e-03
1.448019981417908397e+01,1.240917399774148569e-02
9.059302598538469198e+00,2.834148962678497666e-04
9.164381822754826601e+00,2.322954398468311961e-04
1.354155838206344420e+01,1.145519439575332782e-02
6.611856101235213501e+00,1.824033208401078590e-02
7.196418646082218373e+00,7.950210549154628978e-03
1.442859586747132283e+01,1.235496583565136655e-02
5.192282749710107836e+00,8.016144664797376918e-02
9.322728337179309932e+00,1.803618491008998105e-04
1.110535584435960565e+01,9.883849521170019140e-04
1.355552197508498757e+01,1.147179810924289604e-02
6.668508000701184102e+00,1.688947307246262824e-02
7.378357018369166020e+00,6.033444523662057080e-03
1.129286077171861180e+01,1.447904844171111561e-03
1.158793265238056236e+01,2.576611132465038857e-03
5.699677338818281314e+00,5.671608463932466260e-02
1.067972628977640781e+01,4.058088066046004012e-04
6.383238229335820080e+00,2.481394680985728879e-02
1.083614116534878136e+01,5.601714945022732636e-04
1.407896957225679024e+01,1.200470433953335081e-02
8.682858408392633009e+00,5.911687778037258206e-04
9.668443362414123499e+00,1.256129323563521334e-04
5.797128128760186350e+00,5.134161259928333304e-02
1.226349340474022753e+01,7.266570027441173439e-03
9.038527806671297071e+00,2.942387769119761561e-04
1.091861069806240181e+01,6.680737637233480570e-04
1.358008928428024120e+01,1.149892769245133319e-02
1.487395758553404157e+01,1.289207988673892781e-02
1.084606706899169914e+01,5.721580660504170003e-04
8.966748011209995539e+00,3.378384797870746261e-04
1.398556011348726713e+01,1.191570647088635755e-02
6.970129859110064885e+00,1.106197570927892719e-02
5.223710750437248862e+00,7.908614938040595121e-02
1.138301919078677926e+01,1.733366995138197831e-03
1.402665856637943698e+01,1.195483113141436633e-02
6.225456048665726883e+00,3.052652574292702425e-02
1.357104586144314773e+01,1.148829990225626492e-02
1.209837366974875650e+01,6.096426958024622582e-03
8.274685946663392855e+00,1.312123575016697994e-03
6.436827688647333012e+00,2.311210203047930900e-02
1.455072702099010407e+01,1.248644672173296333e-02
1.323009865363374438e+01,1.099474037378449578e-02
6.879223418260451695e+00,1.259202213863709965e-02
1.292400356597351063e+01,1.028278217704856404e-02
9.148516752293883059e+00,2.392120479832106524e-04
1.081927056587976388e+01,5.404799733711101268e-04
1.132859074488612627e+01,1.555492064811680227e-03
5.002256128998560314e+00,8.555983373196909825e-02
9.871518814455512825e+00,1.251754488040618602e-04
6.317038931514988853e+00,2.710414966516997218e-02
8.163579885157693283e+00,1.614792496414237935e-03
1.116956730737969039e+01,1.129819488837453811e-03
6.648921146995302678e+00,1.735140961140451549e-02
1.420619224044620665e+01,1.212700976994175901e-02
7.175645738610443303e+00,8.201241669249946867e-03
1.299068028877821668e+01,1.047250246341065866e-02
1.300398833955381050e+01,1.050870654947954133e-02
1.437655790583389326e+01,1.229840044439607996e-02
6.244051155865665059e+00,2.979762953981288098e-02
1.190163337047642322e+01,4.575490065071260645e-03
5.196935711946906622e+00,7.999219293011816667e-02
5.632804973383095160e+00,6.035552243278215212e-02
1.227231635098790008e+01,7.322477252249129549e-03
9.435456421236480651e+00,1.546104683894510977e-04
1.214162690185324323e+01,6.420151603004405766e-03
1.498407227728089630e+01,1.305577508972020039e-02
8.622522073839059331e+00,6.690839453710458818e-04
6.887313546982011481e+00,1.245162058997646183e-02
1.488460640233778420e+01,1.290726308081947306e-02
6.746514477007856669e+00,1.516682618444478714e-02
1.449557413509110937e+01,1.242604024695292964e-02
9.289062024443410337e+00,1.903401881945548805e-04
1.107527825185972326e+01,9.273881817042047612e-04
8.745843955809569081e+00,5.221150066770883233e-04
7.321464308454128656e+00,6.582205265050599351e-03
5.626579503863187171e+00,6.069509615062010366e-02
5.415557231704442920e+00,7.126114315272452648e-02
1.323531130999907290e+01,1.100446828952206767e-02
6.103469598167522214e+00,3.569344050382988742e-02
1.316046467734473602e+01,1.086228332520751926e-02
1.436982799439372194e+01,1.229125418449246616e-02
1.153807340162725303e+01,2.341752345924812996e-03
9.576524606385829586e+00,1.339101479157112247e-04
7.615029089825679165e+00,4.150395433692872713e-03
1.127601697424600147e+01,1.399819474653332327e-03
1.013709997614713920e+01,1.541151683972650155e-04
1.307802224753805476e+01,1.068831469418053681e-02
5.761734082754140118e+00,5.330707367115353201e-02
1.177546685835615392e+01,3.657766343012938594e-03
1.175842091207933038e+01,3.545625628721237564e-03
1.233865308459400900e+01,7.741874281728528678e-03
1.235831632807434488e+01,7.862183880092297669e-03
6.666753630678980969e+00,1.693065175270361614e-02
7.834091960719388403e+00,2.894069060475214662e-03
1.365163942708433886e+01,1.157957920142909346e-02
1.391685099133168535e+01,1.184971058310734827e-02
1.351466132388283015e+01,1.142269054244442542e-02
1.219069528940889491e+01,6.777640023366496812e-03
