2.309360468541049727e+02,6.253577527426236315e+01,9.020131442781609721e+00,7.275775894340084982e+00,1.077349331308439240e+00,5.891425868417983214e-01,1.579081434204073631e+01,2.775763459296981850e+01,7.199999999999999734e-01,4.700000000000000000e+01,2.024402966597983209e+02
2.416507675278415093e+02,6.444157320538967326e+01,1.167821662629964763e+01,6.987339393248057640e+00,1.364836240527694144e+00,9.490697671967317506e-01,1.538911546903262462e+01,2.662725133692236312e+01,7.600000000000000089e-01,4.700000000000000000e+01,1.505408827472805058e+02
2.407612126605467893e+02,7.806315096329535663e+01,1.022793233226168930e+01,5.701955804434610364e+00,1.615032492163243294e+00,1.369946046001301543e+00,1.855100984318685775e+01,2.787283933827207250e+01,7.199999999999999734e-01,4.500000000000000000e+01,9.758458520301424244e+01
2.394873699939302298e+02,5.260918628937820785e+01,9.597001962137225561e+00,7.322180175409183533e+00,1.291843517748866521e+00,5.835349602487914789e-01,1.993776496354539773e+01,2.779324759855746052e+01,8.599999999999999867e-01,4.700000000000000000e+01,2.838208463573907352e+02
2.430958168645890964e+02,4.390677919387643868e+01,9.418152410412657716e+00,6.017286888114212751e+00,1.609764171604540550e+00,1.429399457822627895e+00,1.817582521071711099e+01,3.115722208487023437e+01,7.800000000000000266e-01,4.300000000000000000e+01,1.145719123286314840e+02
2.468267668513979061e+02,7.237217397351253112e+01,1.115783131708819198e+01,7.243839716732784595e+00,1.576094576513627166e+00,1.332541351645412542e+00,1.723093454187250373e+01,2.815704837017651130e+01,6.999999999999999556e-01,4.500000000000000000e+01,1.470119357946060177e+02
2.463012436992789276e+02,7.874805441622635271e+01,9.283259766543709546e+00,6.790702047760857951e+00,1.974779815213419942e+00,7.994735310499414549e-01,1.525069609552706140e+01,2.833585916257009174e+01,8.199999999999999512e-01,4.700000000000000000e+01,2.368657855640131231e+02
2.362075643905133404e+02,5.187524737840498545e+01,1.008836472412589558e+01,7.686628035929759406e+00,1.334031929191107579e+00,8.442867332405394887e-01,1.796206452105966633e+01,2.606598816498693338e+01,7.199999999999999734e-01,4.400000000000000000e+01,1.010848581595184612e+02
2.461953308770291073e+02,4.919567478946007810e+01,1.148008551077492712e+01,5.472608615385183839e+00,1.555866724146715008e+00,1.357726451844478266e+00,1.826251830454628333e+01,3.009578722597192169e+01,8.599999999999999867e-01,4.300000000000000000e+01,9.524181467505552234e+01
2.485726735399424001e+02,7.134804869318642773e+01,1.076877193975550995e+01,4.456780289370980697e+00,1.748136462587749795e+00,9.382547727780725655e-01,1.938665708501221019e+01,2.803598056358478630e+01,7.800000000000000266e-01,4.400000000000000000e+01,1.967780125978411832e+02
2.328773950833489153e+02,6.922808703400721697e+01,9.467124654032522457e+00,7.122949866614019854e+00,1.152084369394486885e+00,7.373185073042221038e-01,1.968072928288455614e+01,2.876702943911972810e+01,6.999999999999999556e-01,4.300000000000000000e+01,9.689340368917122248e+01
