2.006229660003202753e+02,3.316741027728842255e+02,8.826958098821169187e+02
1.413488302845075282e+02,1.891930719887285477e+02,2.765616475529253080e+02
3.549445770849895325e+02,1.618624868951463327e+02,2.307276738275767229e+02
3.103162191937137777e+02,1.940915942357224822e+02,2.723630820005519695e+02
3.234797943622307912e+02,1.621755895504457783e+02,1.994540526504719651e+02
2.400079892992490329e+02,1.272183129599473403e+02,1.017588584283277129e+02
1.399641714381446604e+02,1.843665418072748139e+02,2.649600827279592750e+02
1.327388263800091295e+02,2.427548709022283902e+02,4.652572560430520525e+02
1.308871792123586602e+02,2.855767475394651456e+02,6.611308800662492331e+02
1.406958466180636833e+02,1.317120208228079150e+02,1.569265048579811435e+02
3.939496165836305295e+02,2.668946515568705991e+02,6.595155649321692408e+02
1.350452719812990949e+02,2.850192284333921862e+02,6.545612755873754622e+02
2.567783613091227721e+02,2.198576816383142614e+02,3.296790030388863215e+02
3.628462765684782312e+02,2.664569006156403930e+02,6.103449707024532245e+02
3.552553316910026524e+02,1.545584700289731472e+02,2.151985031609560224e+02
2.816354471195809310e+02,2.401932164436682626e+02,4.171853600878421844e+02
2.704465028053152764e+02,2.103923988043343911e+02,3.013015406461539669e+02
1.901263206060122570e+02,3.206376914467113011e+02,8.179206394151913173e+02
3.408932116043031897e+02,2.626248460589870319e+02,5.647795304526774771e+02
1.105406135955959712e+02,2.036072050252217878e+02,3.509807526498249217e+02
1.193264680669082054e+02,1.951941501113758477e+02,3.158837664888060885e+02
2.135015091539816012e+02,2.993716010697439742e+02,6.918522462325439619e+02
1.497641034439146495e+02,2.686255243727051720e+02,5.629899296164870748e+02
2.858524794252895731e+02,1.966628596591899054e+02,2.644176864544747332e+02
3.219726262151553442e+02,3.395280992869610941e+02,9.756717774032350690e+02
2.186869420026566786e+02,3.602706316601334038e+02,1.069801823117852564e+03
1.613553088665121891e+02,3.573025975554243132e+02,1.064359156115010592e+03
3.236862343798483153e+02,2.249196613442856005e+02,3.877972491392146139e+02
2.535869335790462458e+02,3.333312910722261222e+02,8.973576025342612184e+02
2.643237218696299919e+02,2.402151555852525462e+02,4.096856077924213650e+02
2.770033068775991865e+02,1.227959512233036037e+02,1.026563963066647176e+02
2.095208387043000471e+02,1.094164190811714690e+02,8.763677757561255532e+01
1.794379081762068893e+02,1.942527246418028142e+02,2.581849675711775376e+02
3.309020684041042841e+02,2.833650557444528886e+02,6.561515624067632189e+02
2.435892888357703896e+02,1.234820237659788518e+02,9.707258093363820706e+01
2.417613252160622892e+02,2.721761894292657189e+02,5.458857703487060462e+02
1.151170145918341206e+02,1.449187068258220279e+02,2.045616056575476875e+02
3.528341692411536314e+02,1.180963040030784157e+02,1.524534562746684969e+02
1.965263803799518882e+02,3.003799223442377979e+02,7.003036157434197548e+02
3.764535575558869027e+02,1.661508357654371935e+02,2.682726371229521192e+02
1.954272637884288599e+02,2.307663412900963635e+02,3.723075204366336948e+02
2.810323402661824161e+02,2.417745527478840302e+02,4.233596723920485942e+02
2.994143624961021715e+02,1.931103073533123506e+02,2.617259095499671844e+02
2.950917039276014293e+02,3.856330536618469864e+02,1.286714021383320414e+03
2.016409955908726772e+02,1.629942355562418186e+02,1.701413266222796778e+02
3.384035258920145566e+02,3.149311187772865424e+02,8.401766190863596648e+02
1.248775936139981582e+02,2.234327815036290872e+02,4.000948589692203541e+02
1.569430513164109300e+02,2.519087176262938215e+02,4.831943869593598606e+02
3.804529450098157781e+02,3.180756598719325439e+02,9.169200947115184590e+02
3.039256285753142492e+02,2.076619758991678566e+02,3.105239146600549134e+02
1.732226399794142253e+02,1.012844538190107500e+02,1.002476616224155066e+02
1.781675166855533234e+02,2.308622062655381058e+02,3.857688759812359081e+02
2.109699894250737202e+02,1.826097353623404160e+02,2.140238198277160677e+02
2.614065404137633095e+02,1.532036539273974256e+02,1.466545398470732948e+02
3.342321369320968643e+02,1.267046657822074849e+02,1.446733923047495978e+02
2.062376058160110119e+02,1.017983011728873493e+02,8.304494912774349302e+01
1.909407554834689336e+02,3.294480281861628441e+02,8.711385897521327024e+02
1.604050449317370806e+02,1.276616403223638940e+02,1.341887845011596596e+02
3.628232275850548376e+02,3.051409182417779675e+02,8.142375062798012095e+02
3.192229822694339987e+02,2.844643914551056127e+02,6.501666211073835484e+02
3.543478203322634954e+02,1.218704029774226854e+02,1.588582711809984005e+02
1.180298372298239116e+02,1.411616301566141942e+02,1.951436715340153967e+02
2.644249684374508433e+02,2.996634171268062801e+02,6.942928166502744034e+02
1.678002030644729246e+02,3.785023960248810795e+02,1.211149906291859907e+03
2.131533467104787860e+02,1.003187635194018554e+02,7.978908976476593296e+01
1.804732841479041667e+02,2.339278549127583062e+02,3.963133319065736941e+02
2.561868229147813736e+02,2.612879369815537416e+02,4.980573277181092067e+02
1.664565579542206706e+02,1.895950275955955817e+02,2.529745443357631132e+02
2.643636861735807884e+02,1.131982760411631972e+02,8.827357636862504364e+01
2.457975858111385605e+02,3.978059071959690414e+02,1.353031835742001931e+03
3.637126133028908157e+02,3.806339321932744042e+02,1.317814728986548971e+03
1.106034848396841568e+02,2.409407207521337853e+02,4.815030429926825377e+02
1.083815480374286153e+02,3.880770697391773183e+02,1.326920416538994459e+03
3.941763660565626992e+02,3.178375470898977255e+02,9.381746447711789187e+02
1.263912860711385804e+02,2.850682209183812006e+02,6.628234651832759710e+02
1.731445240337343989e+02,1.117522022544353177e+02,1.080327102071599086e+02
1.437332341193758225e+02,1.343286256014506534e+02,1.575054563132432293e+02
2.186458111529322537e+02,1.968348232149668320e+02,2.523105917340054134e+02
2.878452517867601159e+02,3.115150542291538613e+02,7.739622511451623268e+02
2.913312674245382823e+02,2.491299872351044087e+02,4.602949142236402622e+02
3.724709883451003520e+02,1.734753803299632864e+02,2.809376384950970191e+02
2.006910443286120938e+02,2.333525170149778774e+02,3.804862273180669376e+02
2.291197525547437408e+02,1.537711369640031478e+02,1.453685726576573529e+02
2.597919098177801516e+02,1.817121013180286582e+02,2.119177512951939946e+02
3.744181039845557848e+02,3.936216660680092900e+02,1.434734954714716650e+03
1.974081777005399374e+02,3.666285671655999181e+02,1.116048531203184439e+03
2.182710744618982517e+02,2.584663544114392835e+02,4.814008413637402555e+02
